GeoKey;BillToAddressID;AddressLine1;AddressLine2;City;StateProvinceID;PostalCode;CountryRegionCode;State / Province;Country
CanadaBritish ColumbiaMetchosinV9;18158;1516 Redbird Lane;;Metchosin;7;V9;CA;British Columbia;Canada
AustraliaQueenslandBrisbane4000;18159;445 Bishop Drive;;Brisbane;64;4000;AU;Queensland;Australia
FranceSeine (Paris)Paris75008;18160;9, rue des Vendangeurs;;Paris;161;75008;FR;Seine (Paris);France
FranceSeine (Paris)Paris75019;18161;19, rue de l´Esplanade;;Paris;161;75019;FR;Seine (Paris);France
AustraliaQueenslandBrisbane4000;18162;1485 La Vista Avenue;;Brisbane;64;4000;AU;Queensland;Australia
United StatesCaliforniaGlendale91203;18163;7884 Power Ave.;;Glendale;9;91203;US;California;United States
United StatesCaliforniaNewport Beach92625;18164;2544 Ashley Way;;Newport Beach;9;92625;US;California;United States
United StatesCaliforniaLong Beach90802;18165;4080 Pelican Loop;;Long Beach;9;90802;US;California;United States
United KingdomEnglandRuncornTY31;18166;2269 Clear St.;;Runcorn;14;TY31;GB;England;United Kingdom
CanadaBritish ColumbiaCliffsideV8Y 1L1;18167;3612 Vista Place;;Cliffside;7;V8Y 1L1;CA;British Columbia;Canada
United KingdomEnglandBillericayCM11;18168;7960 South Creek Dr.;;Billericay;14;CM11;GB;England;United Kingdom
United StatesCaliforniaWoodland Hills91364;18169;8779 Gatewood Court;;Woodland Hills;9;91364;US;California;United States
United StatesWashingtonYakima98901;18170;8565 Marie Drive;;Yakima;79;98901;US;Washington;United States
GermanyNordrhein-WestfalenSolingen42651;18171;Zur Lindung 6;;Solingen;53;42651;DE;Nordrhein-Westfalen;Germany
CanadaBritish ColumbiaWestminsterV3L 1E7;18172;6643 Mt. Whitney;;Westminster;7;V3L 1E7;CA;British Columbia;Canada
United StatesCaliforniaSan Francisco94109;18173;6683 Carrick Ct;;San Francisco;9;94109;US;California;United States
"FranceVal d'OiseCergy95000";18174;225, rue Marbeuf;;Cergy;181;95000;FR;"Val d'Oise";France
United StatesWashingtonBurien98168;18175;7670 Terrapin Court;;Burien;79;98168;US;Washington;United States
United StatesCaliforniaLakewood90712;18176;621 Brandywine Way;;Lakewood;9;90712;US;California;United States
AustraliaVictoriaSeaford3198;18177;5652 Driving Dr.;;Seaford;77;3198;AU;Victoria;Australia
United StatesWashingtonKirkland98033;18178;9206 Listing Ct.;Unit F;Kirkland;79;98033;US;Washington;United States
United StatesCaliforniaCoronado92118;18179;2411 Hazelnut Lane;;Coronado;9;92118;US;California;United States
FranceGaronne (Haute)Colomiers31770;18180;8040, rue de la Centenaire;;Colomiers;117;31770;FR;Garonne (Haute);France
AustraliaQueenslandRockhampton4700;18181;2759 Carrick Ct.;;Rockhampton;64;4700;AU;Queensland;Australia
United StatesWashingtonPuyallup98371;18182;3906 Castlewood;;Puyallup;79;98371;US;Washington;United States
CanadaBritish ColumbiaLangfordV9;18183;21 Red Tree Way;;Langford;7;V9;CA;British Columbia;Canada
United StatesCaliforniaBerkeley94704;18184;1770 Holiday Hills;;Berkeley;9;94704;US;California;United States
GermanyHessenBerlin14129;18185;Postenweg 3738;;Berlin;19;14129;DE;Hessen;Germany
United StatesWashingtonBallard98107;18186;630 Plymouth Drive;;Ballard;79;98107;US;Washington;United States
AustraliaVictoriaMelton3337;18187;8138 Golf Club Road;;Melton;77;3337;AU;Victoria;Australia
CanadaBritish ColumbiaCliffsideV8Y 1L1;18189;8989 Adelia Court;;Cliffside;7;V8Y 1L1;CA;British Columbia;Canada
United StatesWashingtonBallard98107;18190;1798 Westbury Dr.;;Ballard;79;98107;US;Washington;United States
FranceEssonneLes Ulis91940;18192;17, rue de Maubeuge;;Les Ulis;177;91940;FR;Essonne;France
United StatesWashingtonIssaquah98027;18193;4334 Fremont Street;;Issaquah;79;98027;US;Washington;United States
FranceSeine (Paris)Paris75012;18194;95, avenue de l´ Union Centrale;;Paris;161;75012;FR;Seine (Paris);France
CanadaBritish ColumbiaVancouverV7L 4J4;18195;3866 Mt. Everest Court;;Vancouver;7;V7L 4J4;CA;British Columbia;Canada
AustraliaTasmaniaHobart7001;18196;1366 Hunt Dr;;Hobart;71;7001;AU;Tasmania;Australia
United StatesCaliforniaRedwood City94063;18197;1690 K St.;;Redwood City;9;94063;US;California;United States
AustraliaVictoriaCranbourne3977;18198;8989 Twincreek Ct.;;Cranbourne;77;3977;AU;Victoria;Australia
CanadaBritish ColumbiaOak BayV8P;18199;1476 Chestnut Ave.;;Oak Bay;7;V8P;CA;British Columbia;Canada
United KingdomEnglandLondonSW8 1XD;18200;3394 Near Drive;;London;14;SW8 1XD;GB;England;United Kingdom
GermanyNordrhein-WestfalenBerlin14197;18201;Postfach 8 77 99;;Berlin;53;14197;DE;Nordrhein-Westfalen;Germany
CanadaBritish ColumbiaLangfordV9;18202;6897 Deerfield Dr.;;Langford;7;V9;CA;British Columbia;Canada
United StatesCaliforniaLemon Grove91945;18203;9593 Singingwood Court;;Lemon Grove;9;91945;US;California;United States
United KingdomEnglandBerksSL4 1RH;18204;2899 Cimarron Drive;;Berks;14;SL4 1RH;GB;England;United Kingdom
FranceSeine Saint DenisPantin93500;18205;100, rue des Rosiers;;Pantin;179;93500;FR;Seine Saint Denis;France
AustraliaQueenslandBrisbane4000;18206;2074 Bluefish Lane;;Brisbane;64;4000;AU;Queensland;Australia
United KingdomEnglandLeedsLE18;18207;6915 San Ramon Valley Blvd.;#6;Leeds;14;LE18;GB;England;United Kingdom
GermanyHamburgBonn53131;18208;Winterfeldtstr 3535;;Bonn;20;53131;DE;Hamburg;Germany
United StatesWashingtonOlympia98501;18209;7925 Meadow Lane;;Olympia;79;98501;US;Washington;United States
AustraliaSouth AustraliaCloverdale6105;18210;1779 Rose Drive;;Cloverdale;66;6105;AU;South Australia;Australia
United StatesCaliforniaMill Valley94941;18211;6810 San Vincente Drive;;Mill Valley;9;94941;US;California;United States
United StatesWashingtonBurien98168;18212;8051 Reality Dr.;;Burien;79;98168;US;Washington;United States
United KingdomEnglandLondonSW6 SBY;18213;9774 Maywood Lane;;London;14;SW6 SBY;GB;England;United Kingdom
CanadaBritish ColumbiaPort HammondV6B 3P7;18214;1256 Orangewood Ave.;;Port Hammond;7;V6B 3P7;CA;British Columbia;Canada
AustraliaNew South WalesNorth Ryde2113;18215;8577 La Vista Avenue;;North Ryde;50;2113;AU;New South Wales;Australia
FranceSeine (Paris)Paris75003;18216;14, place Beaubernard;;Paris;161;75003;FR;Seine (Paris);France
United StatesCaliforniaLa Jolla92806;18217;2751 Trail Way;Unit B;La Jolla;9;92806;US;California;United States
AustraliaNew South WalesCoffs Harbour2450;18218;615 Patterson Blvd.;;Coffs Harbour;50;2450;AU;New South Wales;Australia
United StatesCaliforniaSanta Cruz95062;18219;6983 Niagara Court;;Santa Cruz;9;95062;US;California;United States
GermanyHamburgPaderborn33041;18220;Lieblingsweg 500;;Paderborn;20;33041;DE;Hamburg;Germany
United StatesCaliforniaRedwood City94063;18221;8986 Wildewood Dr.;;Redwood City;9;94063;US;California;United States
AustraliaVictoriaBendigo3550;18223;8249 La Jolla;;Bendigo;77;3550;AU;Victoria;Australia
United KingdomEnglandWarringtonWA3 7BH;18224;1064 Almond Drive;;Warrington;14;WA3 7BH;GB;England;United Kingdom
United StatesWashingtonKirkland98033;18225;3178 Fieldbrook Pl.;;Kirkland;79;98033;US;Washington;United States
AustraliaQueenslandBrisbane4000;18226;2687 Ridge Road;;Brisbane;64;4000;AU;Queensland;Australia
United StatesCaliforniaConcord94519;18227;55 St. George Dr.;;Concord;9;94519;US;California;United States
United StatesWashingtonPuyallup98371;18228;7878 Delacy Ave.;;Puyallup;79;98371;US;Washington;United States
United StatesCaliforniaLa Jolla92806;18229;7664 Castle Rock Rd.;;La Jolla;9;92806;US;California;United States
AustraliaVictoriaGeelong3220;18230;5742 Curtis Drive;;Geelong;77;3220;AU;Victoria;Australia
United StatesCaliforniaLos Angeles90012;18231;6769 Seabourne Ct.;;Los Angeles;9;90012;US;California;United States
AustraliaQueenslandGold Coast4217;18232;7751 Mendocino Dr.;;Gold Coast;64;4217;AU;Queensland;Australia
United StatesWashingtonIssaquah98027;18233;8305 California St.;;Issaquah;79;98027;US;Washington;United States
United StatesCaliforniaSan Carlos94070;18234;1510 American Beauty Dr.;;San Carlos;9;94070;US;California;United States
FranceSeine (Paris)Paris75010;18235;9, rue de l´Avenir;;Paris;161;75010;FR;Seine (Paris);France
United StatesCaliforniaSan Carlos94070;18236;3005 Banyan Way;;San Carlos;9;94070;US;California;United States
FranceMoselleMetz57000;18237;21, rue de Maubeuge;;Metz;143;57000;FR;Moselle;France
GermanySaarlandNeunkirchen66578;18238;Zimmerstr 576;;Neunkirchen;70;66578;DE;Saarland;Germany
AustraliaNew South WalesNorth Sydney2055;18239;5795 Morning Glory Dr.;;North Sydney;50;2055;AU;New South Wales;Australia
United StatesOregonLebanon97355;18240;869 Aspen Drive;;Lebanon;58;97355;US;Oregon;United States
AustraliaSouth AustraliaCloverdale6105;18241;8544 Dewing Avenue;;Cloverdale;66;6105;AU;South Australia;Australia
GermanyHessenSalzgitter38231;18242;Kapellstr 4666;;Salzgitter;19;38231;DE;Hessen;Germany
AustraliaQueenslandHawthorne4171;18243;3798 Baird Court;;Hawthorne;64;4171;AU;Queensland;Australia
United KingdomEnglandBerksSL4 1RH;18244;2545 Boxer Blvd;;Berks;14;SL4 1RH;GB;England;United Kingdom
United StatesCaliforniaLakewood90712;18246;1897 Northridge Road;;Lakewood;9;90712;US;California;United States
United StatesWashingtonPort Orchard98366;18247;8519 Crivello Ave.;;Port Orchard;79;98366;US;Washington;United States
United StatesCaliforniaRedwood City94063;18248;3432 White Pl.;;Redwood City;9;94063;US;California;United States
United StatesWashingtonBothell98011;18249;5509 Newcastle Road;;Bothell;79;98011;US;Washington;United States
AustraliaNew South WalesNorth Sydney2055;18250;618 Browse Ct.;;North Sydney;50;2055;AU;New South Wales;Australia
United KingdomEnglandOxfordOX14 4SE;18251;531 Northridge Drive;;Oxford;14;OX14 4SE;GB;England;United Kingdom
United StatesCaliforniaDaly City94015;18252;8132 Twincreek Ct;;Daly City;9;94015;US;California;United States
United KingdomEnglandOxfordOX1;18253;7422 Roseann Drive;;Oxford;14;OX1;GB;England;United Kingdom
United StatesWashingtonOlympia98501;18254;7918 Snyder Lane;Unit D7;Olympia;79;98501;US;Washington;United States
FranceSeine (Paris)Paris75012;18255;401, rue de Cambrai;;Paris;161;75012;FR;Seine (Paris);France
AustraliaQueenslandEast Brisbane4169;18256;194 Hoover Court;;East Brisbane;64;4169;AU;Queensland;Australia
United StatesWashingtonWalla Walla99362;18257;5484 The Trees Dr.;;Walla Walla;79;99362;US;Washington;United States
United KingdomEnglandStoke-on-TrentAS23;18258;8180 Pierce Court;;Stoke-on-Trent;14;AS23;GB;England;United Kingdom
AustraliaVictoriaBendigo3550;18259;24 Jam Way;;Bendigo;77;3550;AU;Victoria;Australia
GermanySaarlandMünster48001;18260;Alderweg 7;Verkaufsabteilung;Münster;70;48001;DE;Saarland;Germany
United KingdomEnglandBillericayCM11;18261;2505 Maywood Ln.;;Billericay;14;CM11;GB;England;United Kingdom
United StatesCaliforniaBurbank91502;18262;7316 Starflower Dr.;;Burbank;9;91502;US;California;United States
United KingdomEnglandBerkshireRG11 5TP;18263;4684 Frigate Ct.;;Berkshire;14;RG11 5TP;GB;England;United Kingdom
United StatesCaliforniaWest Covina91791;18264;8048 Rosina Court;;West Covina;9;91791;US;California;United States
United StatesCaliforniaBurlingame94010;18265;8852 Lacorso Dr.;;Burlingame;9;94010;US;California;United States
United StatesWashingtonEdmonds98020;18267;2748 Pine St.;;Edmonds;79;98020;US;Washington;United States
CanadaBritish ColumbiaPort HammondV6B 3P7;18268;8862 Dale Pl.;;Port Hammond;7;V6B 3P7;CA;British Columbia;Canada
United StatesCaliforniaColma94014;18269;612 Patricia Ave.;;Colma;9;94014;US;California;United States
AustraliaQueenslandGold Coast4217;18270;3553 Blenheim Way;;Gold Coast;64;4217;AU;Queensland;Australia
AustraliaQueenslandTownsville4810;18271;6980 Tanager Circle;;Townsville;64;4810;AU;Queensland;Australia
GermanyHamburgHamburg20354;18272;Brunnenstr 44;;Hamburg;20;20354;DE;Hamburg;Germany
GermanyBayernFrankfurt91480;18273;Wolfgangstraße 18;;Frankfurt;8;91480;DE;Bayern;Germany
AustraliaVictoriaCranbourne3977;18274;1284 Poppy Pl.;;Cranbourne;77;3977;AU;Victoria;Australia
AustraliaNew South WalesDarlinghurst2010;18275;9976 Manila Avenue;;Darlinghurst;50;2010;AU;New South Wales;Australia
United StatesWashingtonSeattle98104;18276;5831 Mountain View Place;;Seattle;79;98104;US;Washington;United States
AustraliaNew South WalesPort Macquarie2444;18277;2707 Blocking Circle;;Port Macquarie;50;2444;AU;New South Wales;Australia
AustraliaNew South WalesMalabar2036;18278;8991 Olivera;;Malabar;50;2036;AU;New South Wales;Australia
United StatesCaliforniaPalo Alto94303;18279;531 MacArthur Ave;;Palo Alto;9;94303;US;California;United States
AustraliaQueenslandTownsville4810;18280;317 Jacqueline Way;;Townsville;64;4810;AU;Queensland;Australia
CanadaBritish ColumbiaPort HammondV6B 3P7;18281;8394 Lincoln Drive;;Port Hammond;7;V6B 3P7;CA;British Columbia;Canada
United StatesCaliforniaCoronado92118;18282;8434 Ringing Court;;Coronado;9;92118;US;California;United States
United StatesCaliforniaBurbank91502;18283;6766 Sea Ranch Ct.;;Burbank;9;91502;US;California;United States
United StatesCaliforniaFremont94536;18284;9716 Aloe Vera Rd.;# 1;Fremont;9;94536;US;California;United States
AustraliaVictoriaMelbourne3000;18285;6308 Broadway Street;;Melbourne;77;3000;AU;Victoria;Australia
CanadaBritish ColumbiaLangleyV3A 4R2;18286;4162 Euclid Ave.;;Langley;7;V3A 4R2;CA;British Columbia;Canada
GermanySaarlandSaarbrücken66001;18287;Platz des Landtags 44;;Saarbrücken;70;66001;DE;Saarland;Germany
FranceSeine Saint DenisDrancy93700;18288;67, cours Mirabeau;;Drancy;179;93700;FR;Seine Saint Denis;France
United StatesCaliforniaImperial Beach91932;18289;9116 Sugar Valley Blv.;;Imperial Beach;9;91932;US;California;United States
United KingdomEnglandMilton KeynesMK8 8DF;18290;2014 Delta Road;;Milton Keynes;14;MK8 8DF;GB;England;United Kingdom
GermanyNordrhein-WestfalenWerne59368;18291;Haberstr 42;;Werne;53;59368;DE;Nordrhein-Westfalen;Germany
AustraliaSouth AustraliaPerth6006;18292;2798 Castlewood;;Perth;66;6006;AU;South Australia;Australia
United StatesWashingtonOlympia98501;18293;3521 Fourth St.;#607;Olympia;79;98501;US;Washington;United States
United KingdomEnglandMilton KeynesMK8 8DF;18294;9471 Laguna Circle;;Milton Keynes;14;MK8 8DF;GB;England;United Kingdom
United StatesCaliforniaSanta Cruz95062;18295;1893 Northridge Drive;;Santa Cruz;9;95062;US;California;United States
GermanyBayernErlangen91054;18296;Brunnenstr 11;;Erlangen;8;91054;DE;Bayern;Germany
United StatesCaliforniaWest Covina91791;18297;1172 Lunar Lane;;West Covina;9;91791;US;California;United States
AustraliaSouth AustraliaPerth6006;18298;253 Merry Drive;;Perth;66;6006;AU;South Australia;Australia
United StatesCaliforniaTorrance90505;18299;6085 Darlene Drive;;Torrance;9;90505;US;California;United States
United KingdomEnglandLondonC2H 7AU;18300;7942 C Mt. Hood;;London;14;C2H 7AU;GB;England;United Kingdom
United StatesCaliforniaCamarillo93010;18301;2079 MountainAire Pkwy.;;Camarillo;9;93010;US;California;United States
United StatesCaliforniaPalo Alto94303;18302;5617 Spice Terrace;;Palo Alto;9;94303;US;California;United States
United StatesWashingtonBurien98168;18303;1117 Ashford Court;;Burien;79;98168;US;Washington;United States
United StatesWashingtonSedro Woolley98284;18304;5473 Olive Hill;;Sedro Woolley;79;98284;US;Washington;United States
United KingdomEnglandEsher-MoleseyEM15;18305;5259 Mildred Ln.;;Esher-Molesey;14;EM15;GB;England;United Kingdom
United StatesWashingtonBurien98168;18306;5234 Martindale;;Burien;79;98168;US;Washington;United States
United KingdomEnglandWarringtonWA1;18307;3337 Northpoint Ct;;Warrington;14;WA1;GB;England;United Kingdom
AustraliaSouth AustraliaCloverdale6105;18308;826 Sycamore Drive;;Cloverdale;66;6105;AU;South Australia;Australia
AustraliaQueenslandTownsville4810;18309;1691 Boxer Blvd.;;Townsville;64;4810;AU;Queensland;Australia
United KingdomEnglandYorkY024 1GF;18310;3128 Second Street;;York;14;Y024 1GF;GB;England;United Kingdom
AustraliaQueenslandHervey Bay4655;18311;8759 Pastime Dr.;;Hervey Bay;64;4655;AU;Queensland;Australia
United StatesWashingtonRedmond98052;18312;3377 Coach Place;;Redmond;79;98052;US;Washington;United States
"FranceNordVilleneuve-d'Ascq59491";18313;48, place de la Concorde;;"Villeneuve-d'Ascq";145;59491;FR;Nord;France
United StatesCaliforniaCoronado92118;18314;4659 Cape Cod Way;;Coronado;9;92118;US;California;United States
AustraliaNew South WalesGoulburn2580;18315;6448 Castle Court;;Goulburn;50;2580;AU;New South Wales;Australia
FranceNordLille59000;18316;2, avenue de l´Europe;;Lille;145;59000;FR;Nord;France
United StatesCaliforniaSpring Valley91977;18317;5900 May Rd;;Spring Valley;9;91977;US;California;United States
United StatesOregonOregon City97045;18318;9104 Jacobsen Street;;Oregon City;58;97045;US;Oregon;United States
AustraliaNew South WalesLavender Bay2060;18319;2710 Saddlehill Lane;;Lavender Bay;50;2060;AU;New South Wales;Australia
United StatesOregonBeaverton97005;18320;600 Lake Place;;Beaverton;58;97005;US;Oregon;United States
AustraliaVictoriaWarrnambool3280;18321;8643 B Way;;Warrnambool;77;3280;AU;Victoria;Australia
United StatesCaliforniaGlendale91203;18322;6714 Roundtree Court;;Glendale;9;91203;US;California;United States
GermanyNordrhein-WestfalenBottrop46236;18323;Postfach 55 00 00;;Bottrop;53;46236;DE;Nordrhein-Westfalen;Germany
AustraliaNew South WalesSpringwood2777;18325;6924 Santa Barbara;;Springwood;50;2777;AU;New South Wales;Australia
CanadaBritish ColumbiaRoyal OakV8X;18326;6114 North Park Court;# 12;Royal Oak;7;V8X;CA;British Columbia;Canada
United KingdomEnglandLondonW1Y 3RA;18327;9997 Montgomery Ave.;;London;14;W1Y 3RA;GB;England;United Kingdom
GermanyHessenKassel34117;18328;Herzogstr 2128;;Kassel;19;34117;DE;Hessen;Germany
United StatesOregonOregon City97045;18329;1028 Green View Court;;Oregon City;58;97045;US;Oregon;United States
United StatesCaliforniaSan Gabriel91776;18330;560 Nottingham Place;;San Gabriel;9;91776;US;California;United States
GermanyNordrhein-WestfalenBottrop46236;18331;Parise Straße 1551;;Bottrop;53;46236;DE;Nordrhein-Westfalen;Germany
United KingdomEnglandLancasterLA1 1LN;18332;2831 Viking Drive;;Lancaster;14;LA1 1LN;GB;England;United Kingdom
United StatesWashingtonSedro Woolley98284;18333;5513 Cortez;;Sedro Woolley;79;98284;US;Washington;United States
United StatesWashingtonMarysville98270;18334;3591 East 18th Street;;Marysville;79;98270;US;Washington;United States
FranceSeine (Paris)Paris75009;18335;22, rue des Grands Champs;;Paris;161;75009;FR;Seine (Paris);France
United KingdomEnglandMilton KeynesMK8 8ZD;18336;5566 Banyan Circle;;Milton Keynes;14;MK8 8ZD;GB;England;United Kingdom
CanadaBritish ColumbiaRoyal OakV8X;18337;6287 Strasbourg Lane;;Royal Oak;7;V8X;CA;British Columbia;Canada
United StatesOregonW. Linn97068;18338;4619 Mount Orange Ct;;W. Linn;58;97068;US;Oregon;United States
United StatesWashingtonSeattle98104;18339;7569 Sierra Drive;# 105;Seattle;79;98104;US;Washington;United States
United KingdomEnglandWest SussexRH15 9UD;18340;3128 Morgan Territory Rd;;West Sussex;14;RH15 9UD;GB;England;United Kingdom
United StatesCaliforniaBellflower90706;18341;6154 Cleveland Rd;;Bellflower;9;90706;US;California;United States
United StatesWashingtonBellingham98225;18342;2015 Bella Avenue;;Bellingham;79;98225;US;Washington;United States
United StatesWashingtonBellingham98225;18343;3510 Brook Way;;Bellingham;79;98225;US;Washington;United States
United StatesWashingtonBellingham98225;18344;9503 Clark Creek Lane;;Bellingham;79;98225;US;Washington;United States
FranceHauts de SeineBoulogne-Billancourt92100;18346;48733, rue des Ecoles;;Boulogne-Billancourt;178;92100;FR;Hauts de Seine;France
FranceSeine Saint DenisSaint-Denis93400;18347;9363, rue Saint-Lazare;;Saint-Denis;179;93400;FR;Seine Saint Denis;France
AustraliaNew South WalesMalabar2036;18348;296 Peachwillow St.;;Malabar;50;2036;AU;New South Wales;Australia
United StatesWashingtonOlympia98501;18349;5086 Filling Ave.;;Olympia;79;98501;US;Washington;United States
United StatesCaliforniaLincoln Acres91950;18350;9745 Hillridge Way;;Lincoln Acres;9;91950;US;California;United States
United StatesWashingtonBurien98168;18351;7614 Heron Ct;;Burien;79;98168;US;Washington;United States
United StatesCaliforniaNovato94947;18352;5183 Camino Estrada;;Novato;9;94947;US;California;United States
FranceSeine (Paris)Paris75008;18353;35, avenue des Laurentides;;Paris;161;75008;FR;Seine (Paris);France
GermanyBayernErlangen91054;18354;Hauptstr 6039;;Erlangen;8;91054;DE;Bayern;Germany
AustraliaNew South WalesPort Macquarie2444;18355;4246 Falls Ct.;;Port Macquarie;50;2444;AU;New South Wales;Australia
United StatesOregonMilwaukie97222;18356;9883 Sierra Rd;;Milwaukie;58;97222;US;Oregon;United States
AustraliaNew South WalesLavender Bay2060;18357;820 Dobrich Circle;;Lavender Bay;50;2060;AU;New South Wales;Australia
AustraliaQueenslandCaloundra4551;18358;573 Willow Creek Ct.;;Caloundra;64;4551;AU;Queensland;Australia
United StatesCaliforniaChula Vista91910;18359;363 Corrie Lane;;Chula Vista;9;91910;US;California;United States
United StatesCaliforniaLemon Grove91945;18360;9669 T St.;;Lemon Grove;9;91945;US;California;United States
AustraliaNew South WalesMalabar2036;18361;4044 Sun View Dr.;;Malabar;50;2036;AU;New South Wales;Australia
AustraliaNew South WalesSpringwood2777;18362;3736 Woodbridge Way;;Springwood;50;2777;AU;New South Wales;Australia
United StatesCaliforniaImperial Beach91932;18363;7747 Bell Drive;;Imperial Beach;9;91932;US;California;United States
GermanyHessenBerlin14129;18364;Waldstr 91;;Berlin;19;14129;DE;Hessen;Germany
United StatesCaliforniaLos Angeles90012;18365;7787 Olive St.;;Los Angeles;9;90012;US;California;United States
FranceYvelineSaint Germain en Laye78100;18366;3686, quai de Grenelle;;Saint Germain en Laye;164;78100;FR;Yveline;France
United StatesWashingtonPort Orchard98366;18367;6119 Grasswood Circle;;Port Orchard;79;98366;US;Washington;United States
CanadaBritish ColumbiaLangleyV3A 4R2;18369;311 Wolf Way;;Langley;7;V3A 4R2;CA;British Columbia;Canada
United KingdomEnglandLeedsLE18;18370;4361 Loftus Road;;Leeds;14;LE18;GB;England;United Kingdom
United StatesCaliforniaLincoln Acres91950;18371;3515 Sutton Circle;;Lincoln Acres;9;91950;US;California;United States
United StatesCaliforniaLincoln Acres91950;18372;5010 Orange Street;;Lincoln Acres;9;91950;US;California;United States
AustraliaNew South WalesGoulburn2580;18373;8396 Vista Way;;Goulburn;50;2580;AU;New South Wales;Australia
United StatesCaliforniaMill Valley94941;18374;8468 Clifford Court;;Mill Valley;9;94941;US;California;United States
United KingdomEnglandWarringtonWA1;18375;2874 Turning View;;Warrington;14;WA1;GB;England;United Kingdom
United StatesCaliforniaNewport Beach92625;18376;9242 St George Dr.;# 225;Newport Beach;9;92625;US;California;United States
AustraliaNew South WalesMatraville2036;18377;7700 The Alameda;;Matraville;50;2036;AU;New South Wales;Australia
United StatesOregonLake Oswego97034;18378;3902 Clay Rd.;;Lake Oswego;58;97034;US;Oregon;United States
United StatesWashingtonTacoma98403;18379;525 Sea Point Way;;Tacoma;79;98403;US;Washington;United States
United StatesCaliforniaBurbank91502;18380;5438 Sharon Place;;Burbank;9;91502;US;California;United States
United StatesCaliforniaBerkeley94704;18381;4970 B Way;;Berkeley;9;94704;US;California;United States
CanadaBritish ColumbiaMetchosinV9;18382;138 Lancelot Dr.;# 105;Metchosin;7;V9;CA;British Columbia;Canada
United KingdomEnglandYorkY03 4TN;18383;1796 Hamlet;;York;14;Y03 4TN;GB;England;United Kingdom
United StatesOregonSalem97301;18384;9923 Pampered Ct.;;Salem;58;97301;US;Oregon;United States
GermanySaarlandNeunkirchen66578;18385;Zollstr 62;;Neunkirchen;70;66578;DE;Saarland;Germany
AustraliaQueenslandRockhampton4700;18386;9482 Rosebrook Ct.;;Rockhampton;64;4700;AU;Queensland;Australia
United StatesCaliforniaBurlingame94010;18387;8041 Erie Dr.;;Burlingame;9;94010;US;California;United States
United StatesCaliforniaCoronado92118;18388;9028 Alan Dr.;;Coronado;9;92118;US;California;United States
CanadaBritish ColumbiaCliffsideV8Y 1L1;18389;3949 Eastgate Ave.;;Cliffside;7;V8Y 1L1;CA;British Columbia;Canada
CanadaBritish ColumbiaVancouverV7L 4J4;18390;1979 Driving Drive;;Vancouver;7;V7L 4J4;CA;British Columbia;Canada
United StatesCaliforniaLemon Grove91945;18391;565 Oeffler Ln.;;Lemon Grove;9;91945;US;California;United States
FranceSeine et MarneLieusaint77127;18392;401, avenue Reille;;Lieusaint;163;77127;FR;Seine et Marne;France
United StatesCaliforniaColma94014;18393;651 Bridgeview St;;Colma;9;94014;US;California;United States
United StatesOregonMilwaukie97222;18394;3769 Green Tea Drive;;Milwaukie;58;97222;US;Oregon;United States
FranceNordDunkerque59140;18395;75, avenue Reille;;Dunkerque;145;59140;FR;Nord;France
GermanyHessenHamburg22001;18396;Hauptstr 2929;;Hamburg;19;22001;DE;Hessen;Germany
AustraliaNew South WalesPort Macquarie2444;18397;8839 Seaview Dr.;;Port Macquarie;50;2444;AU;New South Wales;Australia
CanadaBritish ColumbiaHaneyV2W 1W2;18398;9062 Melrose Place;;Haney;7;V2W 1W2;CA;British Columbia;Canada
United StatesCaliforniaNovato94947;18399;5431 Bella Avenue;;Novato;9;94947;US;California;United States
United StatesWashingtonBremerton98312;18400;91 Kalima Place;;Bremerton;79;98312;US;Washington;United States
United StatesCaliforniaBellflower90706;18401;2673 Peterson Place;;Bellflower;9;90706;US;California;United States
CanadaBritish ColumbiaN. VancouverV7L 4J4;18402;6713 Appalachian Drive;;N. Vancouver;7;V7L 4J4;CA;British Columbia;Canada
AustraliaVictoriaBendigo3550;18403;9119 Near Drive;;Bendigo;77;3550;AU;Victoria;Australia
United StatesOregonMilwaukie97222;18404;1627 Ashford Court;;Milwaukie;58;97222;US;Oregon;United States
United KingdomEnglandKirkbyKB9;18405;4171 Miller Avenue;;Kirkby;14;KB9;GB;England;United Kingdom
United KingdomEnglandWoolstonWA1 4SY;18406;9634 East Avenue;;Woolston;14;WA1 4SY;GB;England;United Kingdom
United StatesWashingtonBremerton98312;18407;1519 Sheffield Place;;Bremerton;79;98312;US;Washington;United States
United StatesCaliforniaSanta Monica90401;18408;1159 Filling Ave.;;Santa Monica;9;90401;US;California;United States
GermanyHamburgHamburg20354;18409;Königstr 284;;Hamburg;20;20354;DE;Hamburg;Germany
United StatesWashingtonWalla Walla99362;18410;8982 Ricardo Drive;;Walla Walla;79;99362;US;Washington;United States
AustraliaNew South WalesLane Cove1597;18411;6185 Hearturou Court;;Lane Cove;50;1597;AU;New South Wales;Australia
GermanyHessenBerlin14129;18413;Räuscherweg 193;;Berlin;19;14129;DE;Hessen;Germany
CanadaBritish ColumbiaPort HammondV6B 3P7;18414;6886 Melody Drive;;Port Hammond;7;V6B 3P7;CA;British Columbia;Canada
AustraliaSouth AustraliaCloverdale6105;18415;9294 Virgina Hills Drive;;Cloverdale;66;6105;AU;South Australia;Australia
